business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees
477360,GAKENKE,Human Health And Social Work Activities,COOPERATIVE,2021,49,M,No Formal Education,3,Crowdfunding,1832763,2498514,2668962,1499331,Fail,Decreased,4
519972,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2023,39,M,Master's Degree,6,Government Grant,1085221,1205208,1338462,1486449,Success,Increased,1
80527,NYAMASHEKE,Financial And Insurance Activities,COOPERATIVE,2023,36,F,Primary,4,Personal Savings,38738,34723,31124,27898,Fail,Decreased,2
591911,NYARUGENGE,"Electricity, Gas And Air Conditioning Supply",PRIVATE CORPORATION,2022,44,F,Secondary,5,Business Partner,0,554237,5923305,1841533,Fail,Increased,1
812283,BUGESERA,Construction,INDIVIDUAL,2019,54,F,Diploma,5,Personal Savings,3753856,4440890,5253666,6215197,Success,Increased,7
343224,KIREHE,Other Service Activities,INDIVIDUAL,2022,36,F,Secondary,5,Bank Loan,912543,980570,1053668,1132216,Success,Increased,2
1455330,GASABO,Manufacturing,INDIVIDUAL,2024,22,F,Secondary,4,Personal Savings,3063110,2505750,2049807,1676826,Fail,Decreased,5
90023,RUSIZI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,35,M,Primary,7,Bank Loan,294398,356890,432647,524485,Success,Increased,4
50000000,NYARUGENGE,Construction,PRIVATE CORPORATION,2021,50,F,Vocational/Technical,5,Crowdfunding,706556629,421903625,233845014,1225502027,Success,Increased,6
891784,NYABIHU,"Arts, Entertainment And Recreation",INDIVIDUAL,2021,43,F,Vocational/Technical,3,Crowdfunding,8855586,2530994,2975161,3108602,Fail,Decreased,2
50000000,KAYONZA,Mining And Quarrying,PRIVATE CORPORATION,2022,22,M,Vocational/Technical,2,Personal Savings,0,378992425,407732174,669473459,Success,Increased,6
2355130,RUTSIRO,Unclassified,JOINT VENTURE,2022,44,M,Secondary,5,Venture Capital,0,5536239,6140901,4190239,Success,Decreased,4
50000000,NYABIHU,Construction,COOPERATIVE,2022,36,M,Bachelor's Degree,5,Inheritance,0,627154181,437298535,605635757,Success,Decreased,12
2137159,GASABO,Financial And Insurance Activities,PRIVATE CORPORATION,2022,22,F,Master's Degree,1,Family/Friends,2661894,2551286,2445274,2343667,Fail,Stable,8
50000,KARONGI,Other Service Activities,INDIVIDUAL,2023,28,M,Primary,3,Family/Friends,8430,9027,9666,10351,Fail,Increased,1
9974690,NYAMAGABE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,JOINT VENTURE,2021,35,F,Secondary,1,Foreign Investment,16756096,77348503,99942165,25316367,Fail,Increased,2
70707,KICUKIRO,Financial And Insurance Activities,PARTNERSHIP,2024,29,F,Bachelor's Degree,8,Bank Loan,101462,94859,88686,82915,Fail,Decreased,2
619628,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,27,F,Bachelor's Degree,0,Angel Investment,1262782,1546822,1894752,2320943,Success,Increased,1
50000000,NYARUGURU,Transportation And Storage,PRIVATE CORPORATION,2022,55,F,Secondary,0,Microfinance,0,1203015511,2879790468,1298904737,Success,Increased,10
197405,KARONGI,"Professional, Scientific And Technical Activities",LIMITED LIABILITY COMPANY,2022,42,M,Primary,0,Family/Friends,242697,266948,293622,322962,Fail,Increased,3
50000000,GISAGARA,Accommodation And Food Service Activities,JOINT VENTURE,2021,62,M,Bachelor's Degree,3,Business Partner,202334308,206198597,102468507,102462435,Success,Decreased,5
17324559,NYARUGENGE,Unclassified,PRIVATE CORPORATION,2021,34,F,Certificate/Diploma,1,Inheritance,1693743,417100,5911300,27943500,Success,Increased,5
351186,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2022,52,F,Primary,6,Personal Savings,1129197,1246017,1374923,1517165,Success,Increased,2
365058,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,33,M,Diploma,3,Family/Friends,594277,524660,463198,408936,Fail,Decreased,3
8071150,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,51,F,Master's Degree,4,Bank Loan,0,23330839,14235117,9661858,Success,Decreased,6
173831,GICUMBI,Other Service Activities,INDIVIDUAL,2022,39,M,Bachelor's Degree,0,Crowdfunding,0,1101888,739751,1242898,Fail,Increased,1
134907,GASABO,"Agriculture, Forestry And Fishing",LIMITED LIABILITY COMPANY,2020,63,M,Primary,20,Personal Savings,377100,436029,504166,582951,Success,Increased,2
50000000,NGORORERO,Mining And Quarrying,COOPERATIVE,2021,34,M,Bachelor's Degree,1,Family/Friends,512587048,299376145,607514786,1386124601,Success,Increased,12
65554,NYAGATARE,Other Service Activities,PRIVATE CORPORATION,2023,28,F,Secondary,2,Personal Savings,59822,59578,59335,59093,Fail,Stable,4
203188,GICUMBI,Other Service Activities,PRIVATE CORPORATION,2019,48,F,Master's Degree,8,Personal Savings,585609,629428,676525,727147,Success,Increased,1
50000000,KIREHE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,30,F,Bachelor's Degree,4,Crowdfunding,271658735,1170654008,562454446,437617200,Success,Increased,15
182191,GASABO,Other Service Activities,PARTNERSHIP,2018,23,F,Secondary,0,Family/Friends,218830,233848,249897,267048,Success,Increased,1
187318,HUYE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,66,M,Primary,14,Personal Savings,296793,320406,345898,373418,Success,Increased,1
61917,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,26,F,No Formal Education,1,Crowdfunding,0,1554619,1818574,146800,Fail,Decreased,1
7981758,KAMONYI,Mining And Quarrying,PRIVATE CORPORATION,2021,28,M,Primary,2,Personal Savings,745313301,1154913675,1111003,4920100,Success,Decreased,11
539790,GISAGARA,Education,INDIVIDUAL,2021,27,F,Vocational/Technical,0,Business Partner,300492,369799,791505,1701743,Fail,Increased,1
1529970,BUGESERA,Motorcycle transport,PRIVATE CORPORATION,2021,66,F,Bachelor's Degree,21,Personal Savings,2873969,2787196,2703043,2621431,Fail,Stable,10
1474167,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,22,F,Master's Degree,5,Bank Loan,3536546,3847523,4185845,4553917,Success,Increased,1
965825,GASABO,Other Service Activities,PRIVATE CORPORATION,2022,43,M,Secondary,6,Bank Loan,5221289,5948465,6776916,7720746,Success,Increased,3
1116144,NGOMA,"Professional, Scientific And Technical Activities",COOPERATIVE,2021,44,M,Vocational/Technical,2,Microfinance,19131892,8948635,9617633,5803051,Fail,Decreased,1
173218,NYARUGENGE,Other Service Activities,INDIVIDUAL,2024,55,F,Secondary,8,Personal Savings,169227,172960,176776,180676,Fail,Stable,2
262776,KAMONYI,Activities of Mobile Money Agents,LIMITED LIABILITY COMPANY,2021,22,F,Diploma,0,Family/Friends,582549,615574,650471,687346,Success,Increased,2
858202,KAYONZA,Other Service Activities,LIMITED LIABILITY COMPANY,2020,32,M,Bachelor's Degree,5,Foreign Investment,2058853,1706157,1413880,1171672,Fail,Decreased,7
7850934,KICUKIRO,Construction,PRIVATE CORPORATION,2022,37,M,Vocational/Technical,7,Foreign Investment,0,4450000,7969961,8976056,Success,Increased,3
32565543,NYANZA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,49,F,Primary,0,Microfinance,13023897,15461884,52774494,47577516,Success,Increased,6
50000000,RULINDO,Manufacturing,PRIVATE CORPORATION,2022,37,M,Bachelor's Degree,1,Foreign Investment,0,105666363,350978114,401780700,Success,Increased,6
9747979,NYABIHU,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2022,34,F,Vocational/Technical,0,Government Grant,0,47017798,69014132,40003120,Success,Decreased,4
309044,RWAMAGANA,Other Service Activities,PRIVATE CORPORATION,2021,34,M,Secondary,1,Government Grant,188625,159145,134272,113287,Fail,Decreased,2
1005503,GATSIBO,Other Service Activities,PRIVATE CORPORATION,2024,22,M,Diploma,0,Bank Loan,4176821,4847358,5625542,6528654,Success,Increased,4
223789,GASABO,Other Service Activities,INDIVIDUAL,2022,30,F,Secondary,9,Bank Loan,765313,806260,849397,894842,Success,Increased,1
395586,GASABO,Other Service Activities,INDIVIDUAL,2022,46,F,PhD,1,Crowdfunding,0,974274,1295559,866378,Fail,Decreased,2
123506,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,22,M,Bachelor's Degree,0,Family/Friends,421442,520230,642174,792702,Success,Increased,2
1675958,GASABO,Other Service Activities,PRIVATE CORPORATION,2018,38,F,PhD,6,Bank Loan,4418548,5184578,6083412,7138074,Success,Increased,3
4472474,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2023,33,F,Secondary,0,Personal Savings,21576440,25121208,29248342,34053518,Success,Increased,7
10792081,GATSIBO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2021,50,M,Master's Degree,11,Personal Savings,36069602,41843149,48540849,56310629,Success,Increased,5
50131,GASABO,Accommodation And Food Service Activities,SOLE PROPRIETORSHIP,2023,34,M,Secondary,5,Personal Savings,55287,67339,82019,99899,Success,Increased,1
700704,HUYE,Other Service Activities,INDIVIDUAL,2022,38,F,Primary,3,Government Grant,0,237228,655501,4947800,Fail,Increased,1
6419231,NGOMA,Other Service Activities,PRIVATE CORPORATION,2022,32,F,Secondary,13,Government Grant,9333011,9488299,9646171,9806670,Fail,Stable,12
50000000,NYAMASHEKE,Mining And Quarrying,PRIVATE CORPORATION,2021,51,F,Vocational/Technical,3,Venture Capital,767647371,850883533,600890740,857210557,Success,Increased,6
3169640,KICUKIRO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2024,51,F,Master's Degree,15,Personal Savings,18668188,22096531,26154477,30957650,Success,Increased,11
50000000,NYARUGENGE,Construction,PRIVATE CORPORATION,2022,30,M,Master's Degree,0,Crowdfunding,0,122020322,190509996,119303085,Success,Decreased,13
4566406,BURERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,37,F,Certificate/Diploma,4,Family/Friends,0,2000000,15149652,17519350,Fail,Increased,1
991915,GASABO,Other Service Activities,PARTNERSHIP,2024,32,M,Master's Degree,0,Personal Savings,634052,691019,753104,820768,Fail,Increased,1
792866,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2023,49,M,Bachelor's Degree,14,Bank Loan,5586432,6755771,8169874,9879974,Success,Increased,11
783661,RUBAVU,Unclassified,INDIVIDUAL,2022,41,M,Bachelor's Degree,9,Family/Friends,370513,397492,426435,457486,Fail,Increased,3
2815261,GICUMBI,Other Service Activities,LIMITED LIABILITY COMPANY,2024,29,F,Secondary,0,Personal Savings,4112595,3755740,3429850,3132237,Fail,Decreased,6
2894347,RULINDO,Other Service Activities,JOINT VENTURE,2021,54,F,Secondary,2,Government Grant,3634022,5251974,4906945,5570018,Fail,Increased,4
31748957,KARONGI,Administrative And Support Service Activities,INDIVIDUAL,2021,31,F,Master's Degree,3,Foreign Investment,5519517,22734544,14328438,32089583,Success,Increased,4
234451,NYARUGENGE,Accommodation And Food Service Activities,LIMITED LIABILITY COMPANY,2023,22,M,Secondary,5,Family/Friends,176456,150544,128437,109576,Fail,Decreased,1
308081,RUSIZI,Other Service Activities,INDIVIDUAL,2020,41,M,Diploma,10,Personal Savings,467840,564966,682256,823896,Success,Increased,1
3372762,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2023,32,F,Secondary,2,Personal Savings,8501502,7711741,6995346,6345502,Fail,Decreased,9
1296215,KAYONZA,Other Service Activities,INDIVIDUAL,2021,24,F,PhD,1,Personal Savings,500000,2000000,2000000,2000000,Fail,Increased,2
10168693,GAKENKE,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,70,M,Secondary,6,Personal Savings,19139384,36349933,15303713,25606996,Success,Increased,6
50000000,GASABO,Manufacturing,INDIVIDUAL,2022,30,F,Bachelor's Degree,1,Microfinance,0,46323768,35488384,56816601,Success,Increased,2
3548954,NGORORERO,Education,INDIVIDUAL,2021,45,M,Vocational/Technical,1,Crowdfunding,9663578,7199944,5402863,8294977,Fail,Decreased,1
50000,GICUMBI,Transportation And Storage,INDIVIDUAL,2021,39,M,Diploma,6,Personal Savings,115031,134511,157289,183925,Success,Increased,2
3483382,GATSIBO,Transportation And Storage,INDIVIDUAL,2021,34,M,Bachelor's Degree,0,Foreign Investment,7114860,7570501,13126974,11190383,Fail,Increased,1
841734,RWAMAGANA,Other Service Activities,PRIVATE CORPORATION,2023,43,M,Master's Degree,9,Personal Savings,753788,657307,573175,499811,Fail,Decreased,3
50000000,GAKENKE,Accommodation And Food Service Activities,COOPERATIVE,2022,51,M,Vocational/Technical,5,Venture Capital,0,237537468,168297627,654364813,Success,Increased,6
311604,NYABIHU,Other Service Activities,COOPERATIVE,2021,40,F,Vocational/Technical,0,Venture Capital,519163,391179,1062208,796324,Fail,Increased,1
1763465,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2019,50,M,Bachelor's Degree,15,Family/Friends,5528368,6478834,7592709,8898087,Success,Increased,5
50000000,MUSANZE,Manufacturing,JOINT VENTURE,2021,24,F,Vocational/Technical,0,Microfinance,180346703,417903788,267300479,778350018,Success,Increased,8
1647590,RWAMAGANA,Other Service Activities,PRIVATE CORPORATION,2020,41,M,Primary,14,Family/Friends,1881924,1544993,1268384,1041298,Fail,Decreased,4
435413,BUGESERA,Information And Communication,INDIVIDUAL,2022,46,F,Bachelor's Degree,4,Microfinance,965528,1024338,1086731,1152924,Success,Increased,2
50000000,GAKENKE,Information And Communication,PRIVATE CORPORATION,2022,30,F,Bachelor's Degree,0,Government Grant,0,252336942,608472233,680820431,Success,Increased,11
94570,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,30,M,Secondary,3,Personal Savings,94032,75745,61014,49148,Fail,Decreased,1
593103,HUYE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,48,M,Primary,9,Family/Friends,1499343,1647029,1809262,1987475,Success,Increased,2
538641,GASABO,Construction,PRIVATE CORPORATION,2021,66,F,Vocational/Technical,2,Microfinance,836553,148305,2143400,2839200,Fail,Increased,1
3282975,RUHANGO,Transportation And Storage,INDIVIDUAL,2022,37,M,Bachelor's Degree,4,Crowdfunding,0,6303011,6113065,5918815,Success,Decreased,4
2680771,RUBAVU,Construction,COOPERATIVE,2018,63,F,Bachelor's Degree,22,Personal Savings,3674542,3767232,3862261,3959687,Fail,Stable,4
495941,GASABO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2020,34,F,Secondary,2,Family/Friends,487755,459511,432902,407834,Fail,Decreased,1
1635292,GASABO,Other Service Activities,PRIVATE CORPORATION,2021,23,M,Diploma,2,Family/Friends,3196394,2739567,2348029,2012450,Fail,Decreased,8
50000,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,53,F,Vocational/Technical,0,Crowdfunding,0,200000,64643,84504,Fail,Decreased,1
167184,GASABO,Other Service Activities,INDIVIDUAL,2020,29,F,Secondary,1,Bank Loan,178838,172531,166447,160577,Fail,Stable,3
16810438,GASABO,Real Estate Activities,PRIVATE CORPORATION,2021,25,M,Master's Degree,2,Microfinance,34806768,18955375,54705119,79179523,Success,Increased,1
85021,RUBAVU,Other Service Activities,PRIVATE CORPORATION,2019,22,F,Primary,0,Personal Savings,149478,150744,152021,153308,Fail,Stable,3
15721136,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,42,M,No Formal Education,5,Government Grant,131669121,48430127,29500000,52288591,Success,Decreased,3
3388731,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2023,50,M,Diploma,13,Microfinance,11215324,10464150,9763288,9109368,Fail,Decreased,14
2307427,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,33,F,Vocational/Technical,1,Business Partner,0,606340,3017045,8705050,Fail,Increased,1
50000000,NYABIHU,Construction,PRIVATE CORPORATION,2021,53,M,Bachelor's Degree,3,Foreign Investment,108800481,198133751,388360783,336954433,Success,Increased,6
1783392,RUTSIRO,Transportation And Storage,JOINT VENTURE,2022,47,M,Bachelor's Degree,1,Bank Loan,0,3261695,5397252,6597446,Fail,Increased,2
50000000,HUYE,Administrative And Support Service Activities,PRIVATE CORPORATION,2021,62,M,Secondary,3,Business Partner,66089295,45184296,69296823,97943012,Success,Increased,5
21208124,MUSANZE,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2021,21,F,Vocational/Technical,2,Family/Friends,47602937,80855277,26785451,24090484,Success,Decreased,5
255413,GASABO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2020,26,M,Bachelor's Degree,2,Family/Friends,363099,395496,430784,469220,Fail,Increased,4
3245408,KAYONZA,Other Service Activities,PRIVATE CORPORATION,2022,32,F,Secondary,6,Bank Loan,4206447,3400287,2748627,2221856,Fail,Decreased,7
184206,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,30,F,Vocational/Technical,1,Microfinance,991316,1423599,555600,732929,Fail,Decreased,1
951337,BUGESERA,Activities Of Extraterritorial Organizations And Bodies,INDIVIDUAL,2021,46,F,PhD,3,Family/Friends,5481860,2984507,3825975,2250762,Fail,Decreased,1
470375,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,21,F,No Formal Education,3,Microfinance,0,2345448,1,1676635,Fail,Decreased,2
50000,NYARUGENGE,Accommodation And Food Service Activities,INDIVIDUAL,2023,22,F,Secondary,1,Bank Loan,69147,71769,74490,77315,Fail,Stable,3
50000,RUSIZI,Other Service Activities,INDIVIDUAL,2022,31,M,Secondary,1,Personal Savings,0,116268,92117,208728,Fail,Increased,1
285931,NYANZA,Other Service Activities,INDIVIDUAL,2022,31,F,Vocational/Technical,3,Government Grant,0,22458,166000,942000,Fail,Increased,2
1743581,NGOMA,Human Health And Social Work Activities,COOPERATIVE,2022,23,F,Bachelor's Degree,1,Venture Capital,0,7149999,8143316,7527809,Fail,Increased,1
719712,GASABO,Other Service Activities,PRIVATE CORPORATION,2022,41,M,Bachelor's Degree,1,Personal Savings,2139624,2511631,2948317,3460928,Success,Increased,1
50000,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,26,F,Secondary,2,Bank Loan,82635,100019,121060,146527,Success,Increased,1
50000,NYARUGURU,Mining And Quarrying,INDIVIDUAL,2022,22,M,Master's Degree,0,Government Grant,0,1000,42162,36691,Fail,Increased,1
899752,KICUKIRO,Financial And Insurance Activities,PRIVATE CORPORATION,2021,21,M,PhD,0,Government Grant,290000,760000,1600000,1200000,Fail,Increased,2
1305691,NGORORERO,Other Service Activities,INDIVIDUAL,2022,54,M,Secondary,9,Personal Savings,11557722,12865455,14321155,15941565,Success,Increased,7
631258,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,45,F,Bachelor's Degree,5,Family/Friends,500860,478506,457149,436745,Fail,Stable,3
10026028,NYANZA,"Water Supply, Gas And Remediation Services",PRIVATE CORPORATION,2022,43,F,Secondary,0,Family/Friends,0,24433538,27674347,21986736,Success,Decreased,3
