business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,employment_2021,employment_2022,employment_2023,employment_2024,employment_growth
1282304,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,25,M,Bachelor's Degree,2,Bank Loan,521858,428491,351829,288882,Fail,Decreased,3,0,3,2,2,Decreased
1015790,KAYONZA,Unclassified,COOPERATIVE,2021,21,F,Certificate/Diploma,0,Family/Friends,5430504,6996891,3699887,2416751,Fail,Decreased,2,2,2,2,1,Decreased
447875,GATSIBO,Education,INDIVIDUAL,2021,47,M,Bachelor's Degree,7,Family/Friends,958188,1099067,1260659,1446009,Success,Increased,1,1,1,1,1,Stable
50000,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,54,F,Vocational/Technical,3,Inheritance,0,85,85017,47174,Fail,Increased,1,0,1,1,1,Stable
843712,RUHANGO,Other Service Activities,INDIVIDUAL,2022,35,F,Master's Degree,0,Crowdfunding,0,4906861,8000775,2645787,Fail,Decreased,2,0,2,2,1,Decreased
467432,KAMONYI,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,41,M,Bachelor's Degree,1,Microfinance,3789135,2432662,4533009,2383907,Fail,Decreased,1,1,1,1,1,Stable
232064,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,47,F,Diploma,4,Family/Friends,704891,825393,966495,1131718,Success,Increased,1,1,1,1,1,Stable
1849400,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,41,F,Secondary,6,Bank Loan,10297982,11556618,12969087,14554190,Success,Increased,5,5,5,5,5,Stable
50000,GASABO,Other Service Activities,INDIVIDUAL,2022,47,F,Secondary,1,Inheritance,0,500000,455060,5700,Success,Decreased,1,0,1,1,1,Stable
7111751,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,36,F,Bachelor's Degree,5,Microfinance,20205895,22246793,24493832,26967833,Success,Increased,3,0,3,4,4,Increased
517453,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,50,M,Diploma,17,Bank Loan,2051225,2506023,3061659,3740491,Success,Increased,3,3,4,4,4,Increased
50000000,NGORORERO,Financial And Insurance Activities,INDIVIDUAL,2022,48,F,PhD,1,Venture Capital,0,201327686,113477134,52662892,Success,Decreased,8,0,8,7,7,Decreased
73838,KICUKIRO,Other Service Activities,INDIVIDUAL,2022,43,F,Secondary,1,Bank Loan,0,240222,137698,264113,Fail,Increased,1,0,1,1,1,Stable
50000000,NYAGATARE,Transportation And Storage,INDIVIDUAL,2022,41,M,Master's Degree,1,Microfinance,0,69952686,140236475,165574528,Success,Increased,6,0,6,7,7,Increased
752711,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,29,M,Secondary,0,Microfinance,639536,552343,477037,411998,Fail,Decreased,3,0,3,2,1,Decreased
268602,NGOMA,Other Service Activities,PARTNERSHIP,2021,22,M,Diploma,0,Personal Savings,123623,130805,138404,146444,Fail,Increased,1,1,1,1,1,Stable
17302928,NGOMA,Construction,INDIVIDUAL,2021,21,M,Bachelor's Degree,0,Inheritance,15056507,61573552,14183880,27226053,Success,Increased,4,4,5,5,5,Increased
8155327,NYABIHU,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2021,52,M,Secondary,5,Government Grant,5360737,25160486,13732446,12825002,Success,Increased,1,1,1,1,1,Stable
8231789,MUSANZE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,26,M,Master's Degree,0,Microfinance,953390,7000000,5582500,19216266,Fail,Increased,2,2,2,1,1,Decreased
72588,KICUKIRO,Other Service Activities,LIMITED LIABILITY COMPANY,2021,42,M,Primary,7,Personal Savings,115553,119518,123619,127861,Fail,Stable,2,2,2,1,1,Decreased
32565543,NYANZA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,49,F,Primary,0,Microfinance,13023897,15461884,52774494,47577516,Success,Increased,6,6,7,7,8,Increased
450104,NYARUGENGE,Transportation And Storage,LIMITED LIABILITY COMPANY,2022,53,F,Secondary,13,Microfinance,1155224,1372306,1630180,1936512,Success,Increased,1,0,1,1,1,Stable
50000000,RUBAVU,Mining And Quarrying,INDIVIDUAL,2021,49,M,Vocational/Technical,3,Foreign Investment,4247676237,2059814126,992269529,2336084791,Success,Decreased,3,3,3,3,3,Stable
3630007,KAYONZA,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,INDIVIDUAL,2022,42,M,Certificate/Diploma,3,Crowdfunding,0,6476992,4039624,9867449,Fail,Increased,2,0,2,1,1,Decreased
5085048,NYARUGENGE,Unclassified,INDIVIDUAL,2021,39,M,Master's Degree,5,Foreign Investment,1229976,3068644,5054708,8117354,Fail,Increased,2,2,2,1,1,Decreased
50000000,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,39,F,Vocational/Technical,1,Business Partner,64054587,94179362,146367565,88322107,Success,Increased,3,3,4,5,6,Increased
3845452,KAMONYI,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2022,47,M,Secondary,0,Foreign Investment,0,8848039,5655208,7965008,Success,Decreased,6,0,6,5,5,Decreased
50000000,GATSIBO,Information And Communication,INDIVIDUAL,2022,49,F,Master's Degree,1,Bank Loan,0,43155017,24784426,50888693,Success,Increased,4,0,4,5,6,Increased
3089036,NGOMA,Other Service Activities,PRIVATE CORPORATION,2022,42,M,Master's Degree,10,Family/Friends,15339779,18042638,21221739,24960995,Success,Increased,8,0,8,9,10,Increased
626214,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,39,M,Diploma,0,Family/Friends,1570261,1779357,2016296,2284786,Success,Increased,2,0,2,2,2,Stable
51939,BUGESERA,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2022,41,F,Secondary,2,Personal Savings,115230,125600,136903,149224,Success,Increased,2,0,2,2,2,Stable
33193199,RUBAVU,Education,PRIVATE CORPORATION,2022,39,M,No Formal Education,7,Business Partner,0,97906121,68389373,57171984,Success,Decreased,6,0,6,6,5,Decreased
50000000,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,JOINT VENTURE,2021,42,F,Vocational/Technical,7,Business Partner,221474417,135144991,286576329,364120912,Success,Increased,5,5,6,7,7,Increased
124907,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,40,M,Master's Degree,1,Foreign Investment,52569,14100,156366,259400,Fail,Increased,1,1,1,1,1,Stable
27513525,GATSIBO,Transportation And Storage,INDIVIDUAL,2021,36,M,Master's Degree,0,Crowdfunding,25890538,33409509,71592394,53867622,Success,Increased,2,2,2,2,2,Stable
24754452,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,48,F,Master's Degree,0,Crowdfunding,24934892,42865470,26779550,38378103,Success,Increased,3,3,3,3,3,Stable
104022,KAYONZA,Other Service Activities,PRIVATE CORPORATION,2022,22,M,Diploma,0,Angel Investment,64064,70321,77190,84730,Fail,Increased,1,0,1,1,1,Stable
43998976,KAMONYI,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,47,F,Secondary,7,Government Grant,0,75328299,88997014,69012808,Success,Decreased,3,0,3,3,3,Stable
50000,BURERA,Other Service Activities,INDIVIDUAL,2022,31,M,Bachelor's Degree,2,Family/Friends,0,615230,884619,257476,Fail,Decreased,1,0,1,1,1,Stable
1056621,NGOMA,"Agriculture, Forestry And Fishing",COOPERATIVE,2022,39,F,PhD,1,Government Grant,0,2286909,3666052,4324945,Fail,Increased,5,0,5,3,2,Decreased
23715890,KIREHE,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2022,54,M,Primary,0,Personal Savings,0,124030699,153815967,76996692,Success,Decreased,9,0,9,8,7,Decreased
390995,NYAGATARE,Other Service Activities,LIMITED LIABILITY COMPANY,2021,45,F,Secondary,5,Family/Friends,609869,717375,843831,992579,Success,Increased,1,1,1,1,1,Stable
50000000,MUHANGA,Mining And Quarrying,JOINT VENTURE,2022,40,M,Vocational/Technical,5,Personal Savings,0,1196772225,400492609,1081770929,Success,Decreased,3,0,3,3,3,Stable
20243204,RUBAVU,"Professional, Scientific And Technical Activities",JOINT VENTURE,2021,30,F,Secondary,5,Business Partner,16101784,7631161,15097705,23362066,Success,Increased,1,1,1,1,1,Stable
1452776,KICUKIRO,Education,COOPERATIVE,2022,48,F,Vocational/Technical,0,Crowdfunding,0,3672005,1377859,2050934,Fail,Decreased,2,0,2,1,1,Decreased
10081455,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2022,51,M,Vocational/Technical,5,Venture Capital,0,24440798,19569451,22939332,Success,Decreased,5,0,5,4,4,Decreased
32831255,NGORORERO,Construction,COOPERATIVE,2022,32,F,Bachelor's Degree,5,Personal Savings,0,102847898,144815974,47397462,Success,Decreased,3,0,3,3,3,Stable
868161,KICUKIRO,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2021,33,F,Certificate/Diploma,1,Foreign Investment,1786541,1665026,2690962,1791246,Success,Increased,9,9,10,11,12,Increased
50000000,GASABO,"Arts, Entertainment And Recreation",INDIVIDUAL,2022,57,M,Vocational/Technical,2,Government Grant,0,139591624,68495118,136069268,Success,Decreased,4,0,4,3,3,Decreased
22162370,NYAMASHEKE,Information And Communication,PRIVATE CORPORATION,2021,42,F,Bachelor's Degree,0,Foreign Investment,37815277,49270257,56574515,63397432,Success,Increased,2,2,2,2,2,Stable
2978393,NYANZA,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,38,M,Primary,0,Crowdfunding,10818313,9823318,14911181,12018285,Success,Increased,6,6,7,8,9,Increased
4203301,MUHANGA,Other Service Activities,PRIVATE CORPORATION,2022,48,F,Secondary,1,Crowdfunding,0,6133712,8244379,5906747,Success,Decreased,6,0,6,5,4,Decreased
217446,GASABO,Other Service Activities,PARTNERSHIP,2021,26,M,Primary,2,Personal Savings,434750,486377,544135,608752,Success,Increased,1,1,1,1,1,Stable
3753573,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,72,F,PhD,31,Personal Savings,35096078,37914818,40959945,44249641,Success,Increased,11,11,13,13,15,Increased
2561189,NGORORERO,Other Service Activities,PARTNERSHIP,2021,51,F,Diploma,13,Bank Loan,17852866,18782613,19760780,20789888,Success,Increased,4,4,4,4,5,Increased
892309,KICUKIRO,Financial And Insurance Activities,INDIVIDUAL,2021,43,M,Primary,1,Bank Loan,25468822,36055828,302445,1377399,Fail,Decreased,1,1,1,1,1,Stable
224498,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,34,M,Secondary,4,Personal Savings,1096614,1247185,1418431,1613190,Success,Increased,4,0,4,5,6,Increased
1275387,GASABO,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,22,M,Bachelor's Degree,0,Microfinance,1810714,1539745,1309326,1113388,Fail,Decreased,5,0,5,4,2,Decreased
50000000,HUYE,Transportation And Storage,JOINT VENTURE,2021,46,M,Secondary,3,Crowdfunding,13503574,34080919,38977073,40748320,Success,Increased,10,10,12,13,15,Increased
50000000,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,70,M,No Formal Education,0,Inheritance,0,38498135,71734847,116654141,Success,Increased,3,0,3,3,3,Stable
303205,RWAMAGANA,Transportation And Storage,PRIVATE CORPORATION,2022,35,M,Diploma,1,Bank Loan,1146695,1326189,1533780,1773866,Success,Increased,3,0,3,4,5,Increased
50000000,KIREHE,Information And Communication,COOPERATIVE,2021,34,F,Primary,0,Family/Friends,238718460,534438935,319019898,194689539,Success,Decreased,5,5,4,4,3,Decreased
50000000,KAMONYI,Mining And Quarrying,JOINT VENTURE,2022,28,M,Vocational/Technical,1,Family/Friends,0,1106227733,753068065,2895422854,Success,Increased,15,0,15,16,17,Increased
50000000,RWAMAGANA,Human Health And Social Work Activities,PRIVATE CORPORATION,2022,31,M,Master's Degree,4,Microfinance,0,173548864,291530908,439343124,Success,Increased,13,0,13,15,16,Increased
1059722,KIREHE,Transportation And Storage,INDIVIDUAL,2022,48,M,No Formal Education,7,Venture Capital,0,3306159,2073782,3788038,Fail,Increased,1,0,1,1,1,Stable
637256,NYABIHU,Transportation And Storage,INDIVIDUAL,2022,33,M,Certificate/Diploma,0,Inheritance,0,3944989,6499217,2589066,Fail,Decreased,1,0,1,1,1,Stable
1618551,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,28,M,No Formal Education,2,Foreign Investment,2875130,1656600,4329670,3948000,Fail,Increased,2,2,2,2,1,Decreased
1621718,MUHANGA,Other Service Activities,INDIVIDUAL,2021,29,F,Master's Degree,6,Bank Loan,4720389,5324403,6005706,6774188,Success,Increased,4,4,5,6,7,Increased
46967197,RUHANGO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,43,M,Bachelor's Degree,3,Crowdfunding,0,48879789,55111329,67494028,Success,Increased,3,0,3,4,4,Increased
50000000,GATSIBO,Human Health And Social Work Activities,PRIVATE CORPORATION,2021,23,M,Primary,1,Foreign Investment,131285400,285817484,45484276,373297697,Success,Increased,10,10,11,12,14,Increased
50000000,RUBAVU,Real Estate Activities,INDIVIDUAL,2022,41,M,Vocational/Technical,3,Family/Friends,0,677806400,221848158,691071539,Success,Increased,10,0,10,10,12,Increased
686527,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,47,F,No Formal Education,3,Family/Friends,0,399000,820504,1105715,Fail,Increased,1,0,1,1,1,Stable
50000000,RWAMAGANA,Mining And Quarrying,JOINT VENTURE,2021,66,M,Secondary,7,Crowdfunding,663949753,526630845,293721293,339384665,Success,Decreased,9,9,8,7,6,Decreased
297471,NYANZA,Education,INDIVIDUAL,2022,49,F,Bachelor's Degree,3,Personal Savings,0,1445707,974951,1012697,Fail,Decreased,2,0,2,1,1,Decreased
16371210,GASABO,Transportation And Storage,INDIVIDUAL,2022,49,M,Certificate/Diploma,4,Government Grant,0,23648006,35527338,30128311,Success,Increased,4,0,4,4,4,Stable
1877157,NYARUGENGE,Activities Of Extraterritorial Organizations And Bodies,JOINT VENTURE,2022,50,M,Secondary,0,Family/Friends,0,2406661,1872366,3191875,Fail,Increased,2,0,2,1,1,Decreased
5252479,KICUKIRO,Transportation And Storage,PRIVATE CORPORATION,2022,44,F,Certificate/Diploma,0,Family/Friends,0,230900,13730848,9553400,Fail,Increased,3,0,3,2,1,Decreased
16772437,RUTSIRO,"Arts, Entertainment And Recreation",JOINT VENTURE,2022,50,F,Bachelor's Degree,4,Bank Loan,0,15581279,12233429,20176950,Success,Increased,8,0,8,10,12,Increased
2027489,GISAGARA,Transportation And Storage,INDIVIDUAL,2021,28,M,Bachelor's Degree,1,Crowdfunding,15253789,16238908,6825431,12226442,Fail,Decreased,1,1,1,1,1,Stable
5606236,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,JOINT VENTURE,2021,46,F,Master's Degree,0,Inheritance,9142675,5169365,17811177,9245226,Fail,Increased,3,3,2,1,1,Decreased
120078,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,22,M,Master's Degree,3,Microfinance,9609625,3300000,2098302,2058653,Fail,Decreased,3,3,2,1,1,Decreased
67686,NYAMASHEKE,Manufacturing,INDIVIDUAL,2021,39,F,PhD,4,Microfinance,2463837,8490319,25000,239000,Fail,Decreased,1,1,1,1,1,Stable
50000,BUGESERA,Other Service Activities,INDIVIDUAL,2021,43,M,Bachelor's Degree,9,Microfinance,119379,143883,173417,209013,Success,Increased,1,1,1,1,1,Stable
61998,RUTSIRO,Other Service Activities,INDIVIDUAL,2022,35,F,Secondary,6,Foreign Investment,0,388059,439229,433588,Fail,Increased,1,0,1,1,1,Stable
50000000,GISAGARA,Education,COOPERATIVE,2021,40,M,Bachelor's Degree,3,Microfinance,80890751,22714925,99844691,76391261,Success,Decreased,7,7,7,6,6,Decreased
91741,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,36,M,Secondary,0,Bank Loan,638811,795911,991646,1235517,Success,Increased,4,4,5,6,6,Increased
95258,GASABO,Other Service Activities,INDIVIDUAL,2021,50,M,No Formal Education,3,Government Grant,259176,490898,371604,524925,Fail,Increased,1,1,1,1,1,Stable
50000000,NYARUGURU,Transportation And Storage,INDIVIDUAL,2021,34,M,Secondary,0,Microfinance,64191101,100560717,145642246,136857076,Success,Increased,3,3,4,4,4,Increased
1459868,NYARUGENGE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,42,F,Vocational/Technical,1,Government Grant,0,14138798,4802123,2498551,Success,Decreased,7,0,7,6,6,Decreased
92483,BUGESERA,Unclassified,JOINT VENTURE,2022,47,M,Master's Degree,1,Bank Loan,0,890141,653035,436981,Fail,Decreased,1,0,1,1,1,Stable
7587678,NYARUGURU,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,PRIVATE CORPORATION,2022,23,F,Secondary,1,Family/Friends,0,11278647,21426122,14048086,Fail,Increased,2,0,2,2,2,Stable
2825149,RUHANGO,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,COOPERATIVE,2022,33,M,Master's Degree,1,Microfinance,0,11004622,12549612,4940729,Fail,Decreased,3,0,3,3,2,Decreased
864104,RUSIZI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2022,34,M,Diploma,0,Personal Savings,3653200,4361469,5207054,6216578,Success,Increased,4,0,4,4,4,Stable
25217784,KAYONZA,Mining And Quarrying,INDIVIDUAL,2021,40,M,Secondary,4,Microfinance,140456341,66476107,127746937,71776020,Success,Decreased,1,1,1,1,1,Stable
4291264,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2022,41,F,Bachelor's Degree,3,Venture Capital,0,7015339,14793994,11968484,Fail,Increased,2,0,2,1,1,Decreased
50000000,NGOMA,Real Estate Activities,JOINT VENTURE,2022,48,M,Secondary,4,Bank Loan,0,186945615,92454202,180562963,Success,Decreased,5,0,5,5,4,Decreased
19788769,GASABO,Construction,PRIVATE CORPORATION,2021,56,M,Primary,4,Inheritance,79638456,153053461,3004186,19985271,Success,Decreased,4,4,4,3,3,Decreased
1242300,NYAMASHEKE,Transportation And Storage,INDIVIDUAL,2022,34,M,PhD,1,Venture Capital,0,2968832,4350148,6549358,Fail,Increased,2,0,2,1,1,Decreased
50000000,NYARUGENGE,Financial And Insurance Activities,INDIVIDUAL,2021,49,M,Master's Degree,7,Bank Loan,93431398,31689082,82576828,288562097,Success,Increased,7,7,8,9,10,Increased
50000,GATSIBO,"Agriculture, Forestry And Fishing",INDIVIDUAL,2021,27,M,Secondary,1,Business Partner,954505,1468301,638946,265624,Fail,Decreased,1,1,1,1,1,Stable
50000000,KICUKIRO,"Arts, Entertainment And Recreation",JOINT VENTURE,2022,46,F,Primary,7,Personal Savings,0,147960260,104989573,78305872,Success,Decreased,5,0,5,4,4,Decreased
8772321,KAMONYI,"Arts, Entertainment And Recreation",INDIVIDUAL,2021,53,M,Primary,7,Venture Capital,11463127,16529512,18363080,20525120,Success,Increased,1,1,1,1,1,Stable
1110672,MUHANGA,Transportation And Storage,INDIVIDUAL,2022,23,F,Vocational/Technical,0,Crowdfunding,0,4080853,3596263,3749970,Fail,Decreased,1,0,1,1,1,Stable
387946,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,41,F,PhD,1,Personal Savings,500000,2000000,2000000,500000,Fail,Decreased,1,1,1,1,1,Stable
536336,NYAMASHEKE,Transportation And Storage,INDIVIDUAL,2022,41,M,Certificate/Diploma,4,Family/Friends,0,4931328,4575451,2497101,Fail,Decreased,1,0,1,1,1,Stable
50000,NYARUGENGE,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,21,M,Master's Degree,2,Personal Savings,0,1,110608,39000,Fail,Increased,2,0,2,1,1,Decreased
306093,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,44,F,Primary,2,Bank Loan,6943259,7950462,1498487,2015555,Fail,Decreased,1,1,1,1,1,Stable
1868358,KARONGI,Unclassified,INDIVIDUAL,2022,37,F,Secondary,0,Government Grant,0,2688751,2578904,5258117,Fail,Increased,2,0,2,2,1,Decreased
1025437,BUGESERA,Other Service Activities,JOINT VENTURE,2022,43,F,Bachelor's Degree,4,Business Partner,0,8764623,14028432,4115158,Fail,Decreased,2,0,2,1,1,Decreased
1488302,NGOMA,Other Service Activities,LIMITED LIABILITY COMPANY,2022,27,F,Diploma,0,Bank Loan,1905335,1735570,1580931,1440070,Success,Decreased,7,0,7,5,3,Decreased
456706,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,28,F,Master's Degree,5,Business Partner,0,3529576,6094827,2167114,Fail,Decreased,2,0,2,2,2,Stable
